sentence,label
"A tsunami killed at least 43 people on the Indonesian islands of Java and Sumatra and injured hundreds following an underwater landslide caused by a volcanic eruption, the disaster mitigation agency said on Sunday",1
"At least ten people were killed and 32 others wounded in a grenade attack in the southern Zaliztsi that appears to be related to terrorism, officials said Sunday. Army Col. Cirilito Sobejana said the attacker was arrested following the late Tuesday grenade blast in Busbus village near the domestic airport in Mirambeau province's Jolo town.",1
"At least six Mali troops killed by landmines: army Bamako, March 12, 2019 (AFP) - Six Malian troops were killed on Tuesday when their vehicles drove over improvised land mines in the centre of the country, the army said. Two army escort vehicles hit improvised explosive devices.",1
The sign said there was road work ahead so he decided to speed up.,0
The stench from the feedlot permeated the car despite having the air conditioning on recycled air.,0
People generally approve of dogs eating cat food but not cats eating dog food.,0
He is good at eating pickles and telling women about his emotional problems.,0
"Polish border guards have detained 34 people from the Middle East, including four women and four children, who were traveling in a trailer of the lorry that came from Turkey via Slovakia, authorities said on Saturday. The event is linked to a known international gang involved in facilitating illegal migration.",1
"The residence of the Somali Minister of State for Defence, Muhammad Ali Hagaa, in Mogadishu's Hamar Weyne district has been targeted with a grenade attack. The residence of the Somali minister of state for defence has been targeted with two grenade attacks which resulted in losses.",1
Joyce enjoyed eating pancakes with ketchup.,0
"Chinese police seized counterfeit cosmetics, including ones labelled as Chanel, Christian Dior, L'Oreal SA's Lancome and Estée Lauder, with a street value of about 627 million yuan. Police forces in the eastern city of Taizhou busted seven underground dens earlier this month and seized over 3,200 boxes of the counterfeit make-up, local authorities said late on Thursday via an official microblog.",1
They ran around the corner to find that they had traveled back in time.,0
I've traveled all around Africa and still haven't found the gnu who stole my scarf.,0
"An improvised explosive device has been found close to an international airport 30 kilometres away from Colombo and defused, a spokesman for the Air Force says after a series of explosions killed 215 people in the country",1
There can never be too many cherries on an ice cream sundae.,0
She looked into the mirror and saw another person.,0
"After a five-week drop of Covid-19 cases in Punjab , the number of people getting infected has started to rise again, posting a weekly increase in count and over1,000 cases in last four days. After a steady decline seen between January 4 and February 7, the caseload has begun climbing once again since February 8",1
"18-year-old, a member of a youth gang, captured by an attempt of a robbery in the capital of Namibia, Apparently, he was accused of multiple robberies and thefts in the city.",1
The sky is clear; the stars are twinkling.,0
Uganda has threatened to strike back after President Biden expelled diplomats and announced a series of sanctions over election interference and cyberattacks,1
"The sources said that the army soldiers continued mop-up operation in the small town of Yalda in the Southern countryside of Damascus city and discovered an underground hideout used by the terrorists to depot arms, ammunitions and military equipment",1
peaceful yet unauthorized rally held by Hong Kong protesters Sunday afternoon to show support for the Muslim community and journalists affected by police operations in the ongoing anti-government protest movement was cut short after police fired teargas and pepper spray to dispel the crowd,1
"Islamic State (IS) militants claimed responsibility for two bomb attacks on the Moroccan and South Korean embassies in Libya , officials said. A bomb detonated outside the Moroccan embassy hours after shooting at the South Korean consulate that left two guards dead",1
"The Islamic State jihadist group recaptured Palmyra yesterday after Syrian armed forces pulled out of the desert city, the Syrian Observatory for Human Rights said",1
"Alliance claims unknown men abducted eight of their Matabeleland South members last week as cases of enforced disappearances climb. The incidents came a week after an MDC Alliance member in Bulilima, Joseph Mazwi Ndlovu, was allegedly fatally assaulted by suspected Zanu PF members for questioning the distribution of food aid along political lines",1
